Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At
Frankie's Jazz Club,Vancouver,BC,V6B 2M4,"755 Beatty Street, Vancouver, BC V6B 2M4",N/A,https://www.frankiesjazzclub.ca/,Jazz & Blues,"Blues, Jazz",80,N/A,N/A,"""Frankie's Jazz is Vancouver's home to the city's best live Jazz and Blues."" Shows are held Thursday-Sunday nights. Minors are admitted with an adult until 10 PM.",Requires Premium,https://www.facebook.com/frankiesjazz/,https://www.instagram.com/frankiesjazz/,Rick Son; Sharon Minemoto; Angela Verbrugge; Rick Son; Mike DiRubbo; Mike DiRubbo; Sharon Minemoto,https://www.indieonthemove.com/venues/frankies-jazz-club-vancouver-british-columbia,https://www.indieonthemove.com/venues/frankies-jazz-club-vancouver-british-columbia,British Columbia,2026-05-03T13:45:52
Singletree Winery,Abbotsford,BC,V4X 1V4,"5782 Mt. Lehman Road, Abbotsford, BC V4X 1V4",N/A,https://singletreewinery.com/,"Music Venue, Winery, Outdoor Performance Space, Seasonal","All Genres, Acoustic",N/A,N/A,N/A,"""Family operated winery in beautiful Mt. Lehman, Abbotsford."" They host live music outside on two Fridays each month, June - early September.",Requires Premium,https://www.facebook.com/singletreewinery,https://www.instagram.com/singletreewine/,N/A,https://www.indieonthemove.com/venues/singletree-winery-abbotsford-british-columbia,https://www.indieonthemove.com/venues/singletree-winery-abbotsford-british-columbia,British Columbia,2026-05-03T13:45:57
Peak Cellars,Lake Country,BC,V4V 1G5,"2290 Goldie Road, Lake Country, BC V4V 1G5",N/A,https://peakcellars.com/,"Music Venue, Winery, Outdoor Performance Space, Seasonal","All Genres, Acoustic",N/A,N/A,N/A,"""Winery In Lake Country BC. Sustainable | 100% Estate Grown & Bottled."" They host live music on Wednesday nights and Sunday afternoons, mid May through the end of September.",Requires Premium,https://www.facebook.com/PeakCellarsWinery,https://www.instagram.com/peakcellars/,N/A,https://www.indieonthemove.com/venues/peak-cellars-lake-country-british-columbia,https://www.indieonthemove.com/venues/peak-cellars-lake-country-british-columbia,British Columbia,2026-05-03T13:46:01
At The Waldorf,Vancouver,BC,V5L 1S4,"1489 E. Hastings Street, Vancouver, BC V5L 1S4",N/A,https://www.atthewaldorf.com/,"Music Venue, Rental",All Genres,N/A,19+,N/A,"""At The Waldorf is a multi-venue complex featuring the infamous and widely popular Tiki Bar, The Hideaway, and Tabu. These historic rooms have hosted hundreds of incredible events, weddings and private performances."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/atthewaldorf,https://www.instagram.com/atthewaldorf,N/A,https://www.indieonthemove.com/venues/at-the-waldorf-vancouver-british-columbia,https://www.indieonthemove.com/venues/at-the-waldorf-vancouver-british-columbia,British Columbia,2026-05-03T13:46:07
The Pearl on Granville,Vancouver,BC,V6Z 1L1,"881 Granville Street, Vancouver, BC V6Z 1L1",N/A,https://thepearlvancouver.com/,Music Venue,All Genres,700,19+,N/A,"""The Pearl is a multi purpose event and concert venue in the heart of downtown Vancouver. With its location and services, the space can be utilised for a variety of events including concerts, club nights, comedy, community events, corporate rentals, film shoots, daytime conferences and beyond."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/the.pearl.vancouver/,https://www.instagram.com/the.pearl.vancouver/,I Speak Machine; Cabaret Voltaire; Gabriel Rutledge; Colette; Holy Fuck; Dead Churches; Chief State; Brown Horse; Ducks Ltd.; Yumi Zouma,https://www.indieonthemove.com/venues/the-pearl-on-granville-vancouver-british-columbia,https://www.indieonthemove.com/venues/the-pearl-on-granville-vancouver-british-columbia,British Columbia,2026-05-03T13:46:11
Mission Coffee House,Mission,BC,V2V 7B1,"33700 Prentis Avenue, Mission, BC V2V 7B1",N/A,N/A,Music Venue,"Acoustic, Americana, Blues, Country, Folk, Folk Rock, Roots Music, Singer-Songwriter, Traditional",702,N/A,N/A,"""Mission Coffee House brings joy to the community with intimate live music performances."" Shows are held in the Clarke Foundation Theatre on about one Saturday each month, September - early June.",Requires Premium,https://www.facebook.com/MissionCoffeeHouse/,https://www.instagram.com/missionconcertseries,N/A,https://www.indieonthemove.com/venues/mission-coffee-house-mission-british-collumbia,https://www.indieonthemove.com/venues/mission-coffee-house-mission-british-collumbia,British Columbia,2026-05-03T13:46:15
Murray Adaskin Salon at the Canadian Music Centre BC,Vancouver,BC,V6Z 1B7,"837 Davie Street, Vancouver, BC V6Z 1B7",N/A,https://bc.cmccanada.org/rentals,"Music Venue, Rental","Chamber, Classical, Jazz, World",40,N/A,N/A,"""An intimate music venue in the heart of downtown Vancouver."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/CanadianMusicCentreBC,https://www.instagram.com/cmcnational/,N/A,https://www.indieonthemove.com/venues/murray-adaskin-salon-at-the-canadian-music-centre-bc-vancouver-british-columbia,https://www.indieonthemove.com/venues/murray-adaskin-salon-at-the-canadian-music-centre-bc-vancouver-british-columbia,British Columbia,2026-05-03T13:46:51
Trickster's Hideout,Squamish,BC,V8B 0C3,"38005 Cleveland Avenue, Squamish, BC V8B 0C3",N/A,https://trickstershideout.ca/,"Music Venue, Bar, Cafe",All Genres,N/A,N/A,N/A,"""Coffee + Cocktails + Community Space in Squamish."" They host shows on Friday and Saturday and on Sunday afternoons with open mic on the first Wednesday of each month.",Requires Premium,https://www.facebook.com/trickstershideout/,https://www.instagram.com/trickstershideout/,N/A,https://www.indieonthemove.com/venues/tricksters-hideout-squamish-british-columbia,https://www.indieonthemove.com/venues/tricksters-hideout-squamish-british-columbia,British Columbia,2026-05-03T13:46:55
Bez Arts Hub,Langley,BC,V2Y 1N3,"20230 64 Avenue, Langley, BC V2Y 1N3",N/A,https://www.bezartshub.com/,"Music Venue, Rental, Open Mic","Acoustic, Blues, Chamber, Country, Folk, Gospel, Pop, Rock, Roots Music, Singer-Songwriter",110,N/A,N/A,"""Bez is an intimate live performance venue which hosts some of the most notable artists from all around North America and beyond. With an inspiring sense of community, the warmth of great sound and the close personal engagement with the artists, Bez offers a unique and inviting atmosphere for enjoying live performances."" Most shows take place Friday-Sunday with open mic on Thursdays.",Requires Premium,https://www.facebook.com/bezartshub/,https://www.instagram.com/bezmentorship,Bobby Bazini; Antonio Larosa; CocoLarosa; Steve Dawson; Melanie Dekker,https://www.indieonthemove.com/venues/bez-arts-hub-langley-british-columbia,https://www.indieonthemove.com/venues/bez-arts-hub-langley-british-columbia,British Columbia,2026-05-03T13:47:01
Carlin Hall,Tappen,BC,V0E 0X3,"4051 Myers Frontage Road, Tappen, BC V0E 0X3",N/A,http://www.carlinhall.net/,"Music Venue, Open Mic","Acoustic, Americana, Bluegrass, Folk, Old Time, Roots Music, Singer-Songwriter, Traditional",N/A,N/A,N/A,"""Carlin Hall hosts a monthly coffeehouse [on the first Saturday or each month, open mic on Sundays] and other programs.""",Requires Premium,https://www.facebook.com/carlinhalltappenBC/,https://www.instagram.com/carlin_hall/,Mike Gouchie,https://www.indieonthemove.com/venues/carlin-hall-tappen-british-columbia,https://www.indieonthemove.com/venues/carlin-hall-tappen-british-columbia,British Columbia,2026-05-03T13:47:06
Vernon Jazz Club,Vernon,BC,V1T 5H7,"3000 31 Street, Vernon, BC V1T 5H7",N/A,https://www.vernonjazz.com/,"Music Venue, Jazz & Blues, Seasonal","Blues, Jazz, R&B",150,N/A,N/A,"""The Vernon Jazz Club is in Vernon, BC and seats 150 in a superb intimate setting. Live music is featured every other Saturday from Sept to June.""",Requires Premium,https://www.facebook.com/JazzClubVernon/,https://www.instagram.com/vjcjazzbc/,N/A,https://www.indieonthemove.com/venues/vernon-jazz-club-vernon-british-columbia,https://www.indieonthemove.com/venues/vernon-jazz-club-vernon-british-columbia,British Columbia,2026-05-03T13:47:11
Salmon Arm Roots and Blues Festival,Salmon Arm,BC,V1E 1V4,"541 3rd Street SW, Salmon Arm, BC V1E 1V4",N/A,https://rootsandblues.ca/,Music Festival,"Blues, Folk, Roots Music",N/A,N/A,N/A,"""Salmon Arm Folk Music Society est. 1991."" The festival takes place in late July each year.",Requires Premium,https://www.facebook.com/RootsandBlues,https://www.instagram.com/rootsandbluesfestival/,N/A,https://www.indieonthemove.com/venues/salmon-arm-roots-and-blues-festival-salmon-arm-british-columbia,https://www.indieonthemove.com/venues/salmon-arm-roots-and-blues-festival-salmon-arm-british-columbia,British Columbia,2026-05-03T13:47:17
The Effie Arts Collective,Kamloops,BC,V2B 3G8,"422 Tranquille Road, Kamloops, BC V2B 3G8",N/A,https://effieartsco.ca/,"Music Venue, Rental",All Genres,N/A,N/A,N/A,"""An intimate space, with a great stage and atmosphere. High quality lighting and sound equipment make any show at The Effie the highest quality, whether it be singer/songwriter, theatre, comedy, classical or full rock band."" Most shows take place Friday-Sunday as Monday-Thursday tend to be reserved for regular events.",Requires Premium,https://www.facebook.com/EffieArtsCollective,N/A,N/A,https://www.indieonthemove.com/venues/the-effie-arts-collective-kamloops-british-columbia,https://www.indieonthemove.com/venues/the-effie-arts-collective-kamloops-british-columbia,British Columbia,2026-05-03T13:47:22
Vernon & District Performing Arts Centre,Vernon,BC,V1T 5T6,"3800 33rd Street, Vernon, BC V1T 5T6",N/A,https://vdpac.ca/,"Music Venue, Rental",All Genres,750,N/A,N/A,"""The Vernon and District Performing Arts Centre houses two performance venues, administration offices and the Ticket Seller Box Office."" Shows can be held any night of the week in either space.",Requires Premium,https://www.facebook.com/vdpac/,https://www.instagram.com/vernonperformingarts/,Gold Mynd; Colin James; Jazz Sabbath; The Barra MacNeils; The Tea Party; Basia Bulat; Owen Riegling; Dalton Davis,https://www.indieonthemove.com/venues/vernon-district-performing-arts-centre-vernon-british-columbia,https://www.indieonthemove.com/venues/vernon-district-performing-arts-centre-vernon-british-columbia,British Columbia,2026-05-03T13:47:27
The Longhorn Pub,Vernon,BC,V1T 6L3,"4513 25th Avenue, Vernon, BC V1T 6L3",N/A,https://www.longhornvernon.ca/,"Bar, Music Venue, Restaurant","Acoustic, Blues, Classic Rock, Country, Dance, Rock, Singer-Songwriter",N/A,19+,N/A,"""Welcome to The Longhorn Pub and Liquor Store in Vernon BC where friends love to meet for delicious food, refreshments and extraordinary entertainment! Monday is Music Bingo, Tuesday is Trivia, Wednesday is Superstar Karaoke, Wednesday and Thursday our Huge Wings are on Special starting at 1pm, Friday is Live Music with No Cover, Saturdays we are open untill 1am with Superstar Karaoke Dance Party and Sundays we have alternating Special Events : Comedy, Line Dancing, Paint and Sip and so much more!!""",Requires Premium,https://www.facebook.com/TheLonghornPub/,https://www.instagram.com/thelonghornpub_/,The Gecko Band,https://www.indieonthemove.com/venues/longhorn-pub-vernon-british-columbia,https://www.indieonthemove.com/venues/longhorn-pub-vernon-british-columbia,British Columbia,2026-05-03T13:47:31
On The Rocks Pub & Grill,Kamloops,BC,V1S 1N5,"1265 Rogers Way, Kamloops, BC V1S 1N5",N/A,https://www.ontherockspub.ca/,"Pub, Music Venue, Restaurant","Acoustic, Classic Rock, Jazz, Rock, Singer-Songwriter",N/A,19+,N/A,"""The local favourite destination, serving unique food, a wide selection of drinks, passionate service with all the games & fights!"" They host live music intermittently throughout the year, generally Thursday-Saturday nights. Those under 19 are allowed inside until 4 PM.",Requires Premium,https://www.facebook.com/OnTheRocksPubGrill/,https://www.instagram.com/otrkamloops/,N/A,https://www.indieonthemove.com/venues/on-the-rocks-pub-grill-kamloops-british-columbia,https://www.indieonthemove.com/venues/on-the-rocks-pub-grill-kamloops-british-columbia,British Columbia,2026-05-03T13:47:36
Martin Exeter Hall,100 Mile House,BC,V0K 2E1,"98C Cecil Place, 100 Mile House, BC V0K 2E1",N/A,https://www.discoversouthcariboo.ca/partner/martin-exeter-hall,"Music Venue, Rental",All Genres,275,N/A,N/A,"""Martin Exeter Hall is hall is a graciously appointed lecture and performance venue. This hall features an open foyer and bench-style theatre seating for up to 275 people facing a 478 square-foot stage. The hall is used for various events from the performing arts to memorials, concerts, auctions, and other community events."" Shows can be held any night of the week.",Requires Premium,N/A,N/A,N/A,https://www.indieonthemove.com/venues/martin-exeter-hall-100-mile-house-british-columbia,https://www.indieonthemove.com/venues/martin-exeter-hall-100-mile-house-british-columbia,British Columbia,2026-05-03T13:47:40
Mackie Lake House,Coldstream,BC,V1B 1S2,"7804 Kidston Road, Coldstream, BC V1B 1S2",N/A,https://www.mackiehouse.ca/,"Music Venue, Seasonal","Acoustic, Americana, Bluegrass, Folk, Old Time, Roots Music, Singer-Songwriter, Traditional",200,N/A,N/A,"""This heritage home was built in 1910 and is nestled on Kalamalka Lake in the beautiful Okanagan!"" They host live music on select Fridays during the warmer months.",Requires Premium,https://www.facebook.com/MackieLakeHouse,https://www.instagram.com/mackielakehouse,N/A,https://www.indieonthemove.com/venues/mackie-lake-house-coldstream-british-columbia,https://www.indieonthemove.com/venues/mackie-lake-house-coldstream-british-columbia,British Columbia,2026-05-03T13:47:44
Jac's On Queens,Duncan,BC,V9L 2W4,"60 Queens Road, Duncan, BC V9L 2W4",N/A,N/A,"Music Venue, Bar",All Genres,N/A,19+,N/A,"""Pool Table, Keno, Poker, Pull Tabs, dance floor, karaoke, smoking patio and More!"" They host live music on Saturday nights.",Requires Premium,https://www.facebook.com/jacsonqueens/,https://www.instagram.com/jacs_on_queens/,N/A,https://www.indieonthemove.com/venues/jacs-on-queens-duncan-british-columbia,https://www.indieonthemove.com/venues/jacs-on-queens-duncan-british-columbia,British Columbia,2026-05-03T13:47:48
Simonholt Restaurant,Nanaimo,BC,V9V 0A4,"6582 Applecross Road, Nanaimo, BC V9V 0A4",N/A,https://www.simonholt.ca/,"Music Venue, Restaurant","Big Band, Classic Rock, Fusion, Instrumental, Jazz, Rock",N/A,N/A,N/A,"""The finest dining experience in Nanaimo."" Shows take place once or twice a month, generally on Sundays, but they are flexible.",Requires Premium,https://www.facebook.com/SimonHoltFood/,https://www.instagram.com/simonholtnanaimo/,N/A,https://www.indieonthemove.com/venues/simonholt-restaurant-nanaimo-british-columbia,https://www.indieonthemove.com/venues/simonholt-restaurant-nanaimo-british-columbia,British Columbia,2026-05-03T13:47:52
Purple City Music Festival,Edmonton,AB,T5J 0V6,"Edmonton, AB T5J 0V6",N/A,https://www.purplecityfest.com/,Music Festival,All Genres,N/A,N/A,5.00,"""The Purple City Music Festival is a multi-venue festival located in 2 block radius in the downtown Edmonton Core. The festival is focused on promoting independent and underground music."" The festival takes place in early September.",Requires Premium,https://www.facebook.com/purplecityfest,https://www.instagram.com/purplecityfest/,N/A,https://www.indieonthemove.com/venues/purple-city-music-festival-edmonton-alberta,https://www.indieonthemove.com/venues/purple-city-music-festival-edmonton-alberta,Alberta,2026-05-03T13:48:27
