Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL,Normalized_Profile_URL,Source_Province_Search,Scraped_At,venue_type,lat,lon,Raw_Building_Area_SqFt,Building_Area_SqFt,Multi_Tenant_Flag,heuristic_capacity,Estimated_Capacity,Estimated_Capacity_Low,Estimated_Capacity_High,Estimation_Method,Confidence
Blue Chair,Edmonton,AB,T6C 0K3,"9624 76 Avenue NW, Edmonton, AB T6C 0K3",,https://bluechair.ca/,"Music Venue, Restaurant, Cafe","Acoustic, Americana, Blues, Folk, Funk, Fusion, Hawaiian, Jazz, Latin, Roots Music, Singer-Songwriter, World, Zydeco",90.0,,5.0,"""The Blue Chair is your place for fresh food from scratch and live roots, folk & world music. Featuring local musicians as well as well-known touring acts."" Shows are held Wednesday-Saturday nights and on Saturdays and Sundays during brunch.",Requires Premium,,,,https://www.indieonthemove.com/venues/blue-chair-edmonton-alberta,https://www.indieonthemove.com/venues/blue-chair-edmonton-alberta,Alberta,2026-05-03T13:48:32,restaurant,,,,,False,,90.0,90.0,90.0,known,known
Union Hall,Edmonton,AB,T6E 6C7,"6240 99 Street NW, Edmonton, AB T6E 6C7",,https://unionhall.ca/,"Music Venue, Rental",All Genres,900.0,,5.0,"""Edmonton’s premiere concert venue. We bring you the best in touring, international talent."" Most shows take place on Friday, Saturday, and Sunday nights. Age requirement can vary.",Requires Premium,https://www.facebook.com/unionhalledm,https://www.instagram.com/unionhalledm/,Monks on Call; Autumn!; Bobby V; Midnight Tyrannosaurus; Sickick; KingDoom; Young Jonn; 156/Silence; Tinariwen; Calling All Captains,https://www.indieonthemove.com/venues/union-hall-edmonton-alberta,https://www.indieonthemove.com/venues/union-hall-edmonton-alberta,Alberta,2026-05-03T13:48:38,venue,,,,,False,,900.0,900.0,900.0,known,known
Asylum for Art,Calgary,AB,T2T 3T8,"2505 14 Street Southwest, Calgary, AB T2T 3T8",,https://www.asylumforart.ca/,"Music Venue, Restaurant",All Genres,,,5.0,"""A non-institutional place of refuge for those drawn to music and artful living."" Shows are held on Friday and Saturday nights and on Saturday and Sunday mornings.",Requires Premium,https://www.facebook.com/theasylumforart,https://instagram.com/theasylumforart,,https://www.indieonthemove.com/venues/asylum-for-art-calgary-alberta,https://www.indieonthemove.com/venues/asylum-for-art-calgary-alberta,Alberta,2026-05-03T13:48:42,restaurant,,,,,False,,90.0,35.0,225.0,province_type_median,low
Alberta Avenue Community Centre,Edmonton,AB,T5G 0N2,"9210 118 Avenue, Edmonton, AB T5G 0N2",,https://www.albertaave.org/,"Music Venue, Rental",All Genres,270.0,,1.0,"""A large multi functional community centre on vibrant Alberta (118) Avenue."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/AlbertaAvenue/,https://www.instagram.com/albertaavenue/,,https://www.indieonthemove.com/venues/alberta-avenue-community-centre-edmonton-alberta,https://www.indieonthemove.com/venues/alberta-avenue-community-centre-edmonton-alberta,Alberta,2026-05-03T13:48:47,venue,,,,,False,,270.0,270.0,270.0,known,known
Bunkers Live Pub,Edmonton,AB,T5A 4M2,"615 Hermitage Road Northwest, Edmonton, AB T5A 4M2",,https://bunkerslive.ca/,"Music Venue, Pub","Classic Rock, Country, Pop, Rock",,18+,,"""Bunkers Live Pub brings you the best rock in the Edmonton area every weekend [Friday and Saturday night shows, Saturday afternoon jam]!""",Requires Premium,https://www.facebook.com/bunkerslivemusic,https://www.instagram.com/bunkerslivemusic/,,https://www.indieonthemove.com/venues/bunkers-live-pub-edmonton-alberta,https://www.indieonthemove.com/venues/bunkers-live-pub-edmonton-alberta,Alberta,2026-05-03T13:48:52,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
New Moon Folk Club,Edmonton,AB,T6E 0X8,"10819 71 Avenue Northwest, Edmonton, AB T6E 0X8",,https://www.newmoonfolkclub.com/,Music Venue,"Acoustic, Folk, Roots Music, Singer-Songwriter, Traditional",515.0,,,"Located at St. Basil's Cultural Centre. ""Live contemporary folk, roots and more in Edmonton!"" They host 1-2 shows per month, always on Fridays.",Requires Premium,https://www.facebook.com/newmoonfolk/,https://www.instagram.com/newmoonfolk/,Lloyd Spiegel Music; Colin Linden; Maggie's Wake,https://www.indieonthemove.com/venues/new-moon-folk-club-edmonton-alberta,https://www.indieonthemove.com/venues/new-moon-folk-club-edmonton-alberta,Alberta,2026-05-03T13:48:58,venue,,,,,False,,515.0,515.0,515.0,known,known
Cook County Saloon,Edmonton,AB,T6E 6A2,"8010 Gateway Boulevard Northwest, Edmonton, AB T6E 6A2",,https://cookcountysaloon.com/,"Night Club, Music Venue, Bar","Country, Honky Tonk, Western",,18+,,"""Original bar of the CFR & Major Saddle Bronc Sponsor. Est. 1981. Edmonton's Best Country Music Nightclub."" They can host live music on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/CookCountySaloon/,https://instagram.com/cookcountysaloon,,https://www.indieonthemove.com/venues/cook-county-saloon-edmonton-alberta,https://www.indieonthemove.com/venues/cook-county-saloon-edmonton-alberta,Alberta,2026-05-03T13:49:03,club,,,,,False,,270.0,110.0,680.0,province_type_median,low
The Leaf Bar & Grill,Edmonton,AB,T5E 0Y2,"9016 132 Avenue Northwest, Edmonton, AB T5E 0Y2",,https://theleafbar.com/,Music Venue,All Genres,100.0,18+,,"""The Leaf is one of Edmonton's longest running music venues."" They host live music every Friday and Saturday.",Requires Premium,https://www.facebook.com/TheLeafBarYEG/,https://www.instagram.com/theleafbaryeg,,https://www.indieonthemove.com/venues/the-leaf-bar-grill-edmonton-alberta,https://www.indieonthemove.com/venues/the-leaf-bar-grill-edmonton-alberta,Alberta,2026-05-03T13:49:09,venue,,,,,False,,100.0,100.0,100.0,known,known
Chromozone Showcase Room,Edmonton,AB,T6B 0B5,"7217 77 Avenue Northwest, Edmonton, AB T6B 0B5",,https://www.chromeedmonton.com/,Music Venue,"Classic Rock, Metal, Punk, Rock, Rockabilly, Surf",65.0,18+,,"""A live music venue w/full stage production in an intimate setting close to the stage."" Shows are held on Friday and Saturday nights. Performances are put on hold during the summer months.",Requires Premium,https://www.facebook.com/chromeedmonton,http://instagram.com/chromeedmonton,,https://www.indieonthemove.com/venues/chromozone-showcase-room-edmonton-alberta,https://www.indieonthemove.com/venues/chromozone-showcase-room-edmonton-alberta,Alberta,2026-05-03T13:49:15,venue,,,,,False,,65.0,65.0,65.0,known,known
Temple Ballroom,Edmonton,AB,T5M 1X9,"11133 156 Street Northwest, Edmonton, AB T5M 1X9",,https://templeballroom.com/,"Music Venue, Night Club",All Genres,,18+,,"""A midsize Live Music and Event Center located in Edmonton, Alberta. Playing host to a variety of acts from all genres, be it your favorite EDM DJ, Hip-Hop artist or rock and metal band. All these and more will be seen performing on the Temple Ballroom’s stage!"" Shows can be held up to 7 nights a week.",Requires Premium,https://www.facebook.com/templeyeg,https://www.instagram.com/templeballroom,Wraz; Grabbitz; AVELLO; RIOT; Ike Dweck,https://www.indieonthemove.com/venues/temple-ballroom-edmonton-alberta,https://www.indieonthemove.com/venues/temple-ballroom-edmonton-alberta,Alberta,2026-05-03T13:49:21,club,,,,,False,,270.0,110.0,680.0,province_type_median,low
River City Revival House,Edmonton,AB,T5J 0V6,"10030 102 Street Northwest, Edmonton, AB T5J 0V6",,https://www.revival-edmonton.com/,"Bar, Music Venue, Open Mic",All Genres,400.0,18+,,"""River City Revival House is a downtown Edmonton restaurant and bar that is dedicated to building a community through comforting food and a welcoming culture. Located under the iconic Starlite Room, 10030 102 Street NW, Edmonton, Alberta, Canada. The Starlite Room is Edmonton’s oldest midrange Live Music Venue, in 2019 we celebrated the 30th anniversary of live music within our building."" They host open mic Comedy on Monday nights, trivia on Tuesday nights, open mic music on Wednesday and Thursday nights, shows on Friday and Saturday nights, and an open jam on Sunday nights.",Requires Premium,https://www.facebook.com/revivaledmonton/,https://www.instagram.com/revivaledmonton/,Sonny Mac; Everett LaRoi,https://www.indieonthemove.com/venues/river-city-revival-house-edmonton-alberta,https://www.indieonthemove.com/venues/river-city-revival-house-edmonton-alberta,Alberta,2026-05-03T13:49:27,bar,,,,,False,,400.0,400.0,400.0,known,known
The Trop Bar & Grill,Calgary,AB,T2T 2B1,"1501 34 Avenue Southwest, Calgary, AB T2T 2B1",,https://www.thetropyyc.com/,"Music Venue, Bar, Restaurant, Pub","Alternative, Classic Rock, Metal, Rock",,19+,,"""Calgary's premier live music venue serving great food in a relaxed up-scale Marda Loop location"" They host live music every Friday and Saturday night.",Requires Premium,https://www.facebook.com/thetropcalgary/,https://www.instagram.com/thetropcalgary/,FLATLINE PHOENIX; The Accomplice YYC; Skrizzly Adams; Anthem Avenue*; FLATLINE PHOENIX; The Accomplice YYC; Anthem Avenue*; Anthem Avenue*,https://www.indieonthemove.com/venues/the-trop-bar-grill-calgary-alberta,https://www.indieonthemove.com/venues/the-trop-bar-grill-calgary-alberta,Alberta,2026-05-03T13:49:32,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
National Music Centre,Calgary,AB,T2G 1R1,"850 4 Street Southeast, Calgary, AB T2G 1R1",,https://www.studiobell.ca/,"Art Gallery, Music Venue, Rental, Museum",All Genres,276.0,,,"""Exhibits on Canadian music history, hands-on instrument areas & concerts in a contemporary setting."" Show are generally held Thursday - Sunday, but can be held any day/night of the week.",Requires Premium,https://www.facebook.com/NationalMusicCentre,https://instagram.com/nmc_canada,Blue Moon Marquee; Mark Lettieri Music; Mudmen; Mudmen,https://www.indieonthemove.com/venues/national-music-centre-calgary-alberta,https://www.indieonthemove.com/venues/national-music-centre-calgary-alberta,Alberta,2026-05-03T13:49:37,gallery,,,,,False,,276.0,276.0,276.0,known,known
The Nick,Calgary,AB,T2M 2V7,"1101 2nd Street NW, Calgary, AB T2M 2V7",,https://www.thenick.ca/,"Music Venue, Seasonal","Acoustic, Americana, Bluegrass, Blues, Celtic, Folk, Old Time, Roots Music, Singer-Songwriter, Traditional, World",193.0,,,"""The Nick is one of Calgary's longest running volunteer-run folk clubs, hosting one show per month from September to April."" Shows are typically held on the third weekend of the month on either a Friday or Saturday.",Requires Premium,https://www.facebook.com/people/Live-Music-at-The-Nick/61579796086662/,,Two Crows for Comfort,https://www.indieonthemove.com/venues/the-nick-calgary-alberta,https://www.indieonthemove.com/venues/the-nick-calgary-alberta,Alberta,2026-05-03T13:49:42,club,,,,,False,,193.0,193.0,193.0,known,known
Tracks Pub,Olds,AB,T4H 1E4,"4919 49 Avenue, Olds, AB T4H 1E4",,,"Music Venue, Bar, Restaurant",All Genres,,18+,,"""Central Alberta's Music Venue. Good Times, Good Food, Great Music."" Most shows take place on Friday and Saturday nights. Those under 18 are allowed inside until 9 PM.",Requires Premium,https://www.facebook.com/profile.php?id=100063861871184,https://www.instagram.com/tracks_pub/,,https://www.indieonthemove.com/venues/tracks-pub-olds-alberta,https://www.indieonthemove.com/venues/tracks-pub-olds-alberta,Alberta,2026-05-03T13:49:47,bar,,,,,False,,180.0,70.0,450.0,province_type_median,low
Folding Mountain Brewing,Hinton,AB,T7V 1X3,"49321 Folding Mountain Village, Hinton, AB T7V 1X3",,https://foldingmountain.com/,"Music Venue, Restaurant, Brewery","All Genres, Acoustic",,,,"""Folding Mountain Brewing serves locally inspired craft beer and food. Situated 10 min west of Hinton."" They host free live music once every 4-6 weeks, typically on a Saturday.",Requires Premium,https://www.facebook.com/foldingmountain,https://www.instagram.com/foldingmountainbrewing/,,https://www.indieonthemove.com/venues/folding-mountain-brewing-hinton-alberta,https://www.indieonthemove.com/venues/folding-mountain-brewing-hinton-alberta,Alberta,2026-05-03T13:49:51,restaurant,,,,,False,,90.0,35.0,225.0,province_type_median,low
The Aviary,Edmonton,AB,T5G 0A3,"9314 111 Avenue Northwest, Edmonton, AB T5G 0A3",,https://the-aviary.net/,"Music Venue, Rental",All Genres,160.0,,,"""The Aviary is a multidisciplinary 160 capacity venue in the heart of Edmonton."" Shows can be held any night of the week.",Requires Premium,,https://www.instagram.com/aviary.edmonton/,Fencing; The Velveteins; The Velveteins; Pranatricks; Fn'A; Spencer Krug; Sam Singer; GreenWing.; Pony Gold; The Western Thistles,https://www.indieonthemove.com/venues/the-aviary-edmonton-alberta,https://www.indieonthemove.com/venues/the-aviary-edmonton-alberta,Alberta,2026-05-03T13:49:55,venue,,,,,False,,160.0,160.0,160.0,known,known
Midway Music Hall,Edmonton,AB,T6H 2K8,"6107 104 Street Northwest, Edmonton, AB T6H 2K8",,https://www.midwaymusichall.com/,"Music Venue, Rental",All Genres,1000.0,18+,,"""Edmonton’s premier Live Music Venue. We bring artists & fans together through the love of music."" Shows can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/profile.php?id=100063554351885,https://www.instagram.com/midway/,ten56.; Acres; Invent Animate; Fit For A King; Teen Mortgage; Joyce Manor; Combat; Militarie Gun; Danny Brown; midwxst,https://www.indieonthemove.com/venues/midway-music-hall-edmonton-alberta,https://www.indieonthemove.com/venues/midway-music-hall-edmonton-alberta,Alberta,2026-05-03T13:49:59,venue,,,,,False,,1000.0,1000.0,1000.0,known,known
Whiskey Rose,Calgary,AB,T2T 0A5,"1012 17 Avenue Southwest, Calgary, AB T2T 0A5",,https://whiskeyrosesaloon.com/,"Music Venue, Bar, Restaurant","Classic Rock, Country, Folk, Pop, Punk, Rock, Top 40",350.0,18+,,"""Whiskey Rose is a two story venue that features a full stage and dance floor."" They host live music on Saturday nights only.",Requires Premium,https://www.facebook.com/WhiskeyRoseCalgary,http://www.instagram.com/whiskeyroseyyc,,https://www.indieonthemove.com/venues/whiskey-rose-calgary-alberta,https://www.indieonthemove.com/venues/whiskey-rose-calgary-alberta,Alberta,2026-05-03T13:50:04,club,,,,,False,,350.0,350.0,350.0,known,known
Brickwell Taphouse,Calgary,AB,T2K 0V2,"6219 Centre Street Northwest, Calgary, AB T2K 0V2",,https://www.brickwelltaphouse.com/,"Bar, Music Venue","Blues, Classic Rock, Funk, Pop, Rock, Soft Rock, Top 40",,18+,,"""Local neighborhood pub with a large selection of draft beer, great food and even better prices. Stage and dance floor for local music talent, three pool tables, 150” screen and 19 TV’s."" They host live music every Friday and Saturday night.",Requires Premium,https://www.facebook.com/brickwelltaphouse/,https://www.instagram.com/brickwelltaphouse/,The Rock Show; FLATLINE PHOENIX; The Accomplice YYC; FLATLINE PHOENIX; FLATLINE PHOENIX,https://www.indieonthemove.com/venues/brickwell-taphouse-calgary-alberta,https://www.indieonthemove.com/venues/brickwell-taphouse-calgary-alberta,Alberta,2026-05-03T13:50:08,club,,,,,False,,270.0,110.0,680.0,province_type_median,low
The Venue Music Sportsbar & Grill,Cochrane,AB,T4C 2B7,"79 Railway Street East, Cochrane, AB T4C 2B7",,https://www.thevenuebarcochrane.com/,Music Venue,"Acoustic, Americana, Classic Rock, Comedy, Country, Jazz, Pop, Rock",250.0,,,They host live music on Saturday nights.,Requires Premium,https://www.facebook.com/TheVenueCochrane/,https://www.instagram.com/the_venue_cochrane/,,https://www.indieonthemove.com/venues/the-venue-music-sportsbar-grill-cochrane-alberta,https://www.indieonthemove.com/venues/the-venue-music-sportsbar-grill-cochrane-alberta,Alberta,2026-05-03T13:50:13,venue,,,,,False,,250.0,250.0,250.0,known,known
